hygerof,adj," strong-minded, magnanimous","strong-minded, magnanimous",edited
hygeþrym,n,strength of heart or mind,strength of heart or mind,not_edited
hyht,n,hope,hope,not_edited
hyldo,n," favour, grace","favour, grace",edited
hyldræden,n,fidelity,fidelity,not_edited
hyldu,n," kindness, affection, goodwill","kindness, affection, goodwill",edited
hyll,n,hill,hill,not_edited
hyllan,v,to cover,to cover,not_edited
hyngran,v," to be hungry (+genitive for something) (often impersonal, with dative or accusative of person)",to be hungry,edited
hype,n,hip,hip,not_edited
hyr,n," hire, wages","hire, wages",edited
hyrdel,n,a frame made of intertwined twigs or bars; hurdle,a frame made of intertwined twigs or bars; hurdle,not_edited
hyreborg,n,interest,interest,not_edited
hyrling,n," hireling, one who works for hire","hireling, one who works for hire",edited
hyrmann,n,one who works for hire; hireling,one who works for hire; hireling,not_edited
hyrne,n,horn,horn,not_edited
hyrst,n," hurst, hillock, eminence, height, wood, wooded eminence","hurst, hillock, eminence, height, wood, wooded eminence",edited
hyrstan,v," to decorate, ornament","to decorate, ornament",edited
hyscan,vt," to mock, deride, taunt, reproach","to mock, deride, taunt, reproach",edited
hyse,n,a warrior,a warrior,not_edited
hyþ,n," a harbour or landing-place, a hithe","a harbour or landing-place, a hithe",edited
hæc,n,a hatch (door),a hatch (door),not_edited
hæcce,n,crosier,crosier,not_edited
hæf,n,yeast,yeast,not_edited
hæfen,n," (sheltered) inlet; harbour, port","(sheltered) inlet; harbour, port",edited
hæfer,n,he-goat; buck,he-goat; buck,not_edited
hæferblæte,n," a snipe, bittern","a snipe, bittern",edited
hæfern,n,crab,crab,not_edited
hæft,n," a handle, the haft of a weapon","a handle, the haft of a weapon",edited
hæftan,v," to seize, make captive, to imprison","to seize, make captive, to imprison",edited
hæftling,n,captive,captive,not_edited
hæftnung,n," fastening, securing","fastening, securing",edited
hægl,n,hail,hail,not_edited
hægtesse,n," witch, hag, Fury","witch, hag, Fury",edited
hæl,n,omen,omen,not_edited
hælan,v,to heal,to heal,not_edited
hæle,n,hero,hero,not_edited
hælend,n," healer, savior","healer, savior",edited
hælendlic,adj," healthy, salutary","healthy, salutary",edited
hælettung,n," greeting, salutation","greeting, salutation",edited
hæleþ,n," man, hero, warrior","man, hero, warrior",edited
hælig,adj," inconsistent, fickle, unreliable","inconsistent, fickle, unreliable",edited
hæling,n,healing,healing,not_edited
hælsung,n," divination, augury","divination, augury",edited
hælu,n,sound physical or spiritual health,sound physical or spiritual health,not_edited
hælþ,n,health,health,not_edited
hæman,v," to have sex with, to sleep with; to copulate","to have sex with, to sleep with; to copulate",edited
hæmed,n,cohabitation,cohabitation,not_edited
hæmedceorl,n,a married man,a married man,not_edited
hæmedlac,n,sexual intercourse,sexual intercourse,not_edited
hæmedscipe,n," marriage, matrimony","marriage, matrimony",edited
hæmedwif,n,a married woman,a married woman,not_edited
hænan,v," to stone, lapidate","to stone, lapidate",edited
hær,n,hair,hair,not_edited
hæren,adj,made of hair,made of hair,not_edited
hærfest,n,harvest; autumn,harvest; autumn,not_edited
hærfestlic,adj,autumnal; of harvest,autumnal; of harvest,not_edited
hærfestmonaþ,n,September,September,not_edited
hæring,n,herring,herring,not_edited
hærn,n,brain,brain,not_edited
hærnflota,n,boat,boat,not_edited
hæs,n," command, order","command, order",edited
hæsl,n,hazel,hazel,not_edited
hæst,n," violence, fury","violence, fury",edited
hætan,v,to heat,to heat,not_edited
hæte,n,heat,heat,not_edited
hætt,n,hat,hat,not_edited
hæþ,n," wasteland, wilderness, heath","wasteland, wilderness, heath",edited
hæþen,adj," pagan, heathen","pagan, heathen",edited
hæþendom,n," heathendom, paganism, the belief and practices of heathen people","heathendom, paganism, the belief and practices of heathen people",edited
idel,adj," empty, void; bereft","empty, void; bereft",edited
ides,n," virgin, lady, woman (especially when noble or magical), queen","virgin, lady, woman (noble or magical), queen",edited
iecan,v,to increase,to increase,not_edited
iecend,n," a promoter, producer; father, progenitor","a promoter, producer; father, progenitor",edited
ieg,n,island,island,not_edited
iegland,n,island,island,not_edited
iegstream,n,current,current,not_edited
ieldan,v," to put off, delay, prolong; hesitate, tarry; postpone, procrastinate","to put off, delay, prolong; hesitate, tarry; postpone, procrastinate",edited
ielde,n,men,men,not_edited
ielden,n," a delay, a putting off, a deferring","a delay, a putting off, a deferring",edited
ieldra,adj," older, elder: comparative of eald","older, elder: comparative of eald",edited
ieldu,n,age; epoch,age; epoch,not_edited
ielfete,n,swan,swan,not_edited
ielfetu,n,swan,swan,not_edited
ierfa,n,heir,heir,not_edited
ierfe,n,heritage,heritage,not_edited
ierfenuma,n,one who receives an inheritance; an heir,one who receives an inheritance; an heir,not_edited
iergþu,n,cowardice,cowardice,not_edited
iermþ,n,poverty,poverty,not_edited
ierre,n," anger, wrath, ire, rage","anger, wrath, ire, rage",edited
iersian,v," to rage, be angry with","to rage, be angry with",edited
iewan,v,to show,to show,not_edited
ieþan,v," to destroy, to lay waste","to destroy, to lay waste",edited
ifig,n,ivy,ivy,not_edited
ifiht,adj,covered with ivy,covered with ivy,not_edited
igeoþ,n,a small island; islet,a small island; islet,not_edited
igil,n,hedgehog; porcupine,hedgehog; porcupine,not_edited
ile,n,the sole of the foot,the sole of the foot,not_edited
ilfetu,n,swan,swan,not_edited
imbe,n,swarm of bees,swarm of bees,not_edited
impian,v,to graft,to graft,not_edited
inblawan,v," to inspire, breathe upon; inbreathe","to inspire, breathe upon; inbreathe",edited
inbrecan,v,to break into,to break into,not_edited
inbringan,v," to bring in, present","to bring in, present",edited
inburh,n,a hall; vestibule,a hall; vestibule,not_edited
inca,n," doubt, uncertainty, question, suspicion, fear","doubt, uncertainty, question, suspicion, fear",edited
inciegan,v," to call upon, invoke","to call upon, invoke",edited
inciegung,n,a calling; invocation,a calling; invocation,not_edited
incniht,n,a servant in the home; domestic servant,a servant in the home; domestic servant,not_edited
incuman,v," to come in, enter","to come in, enter",edited
incund,adj," internal, inward, intimate","internal, inward, intimate",edited
ineardian,v," to dwell (+ preposition in or on, in)",to dwell,edited
ineardiend,n,an inhabitant,an inhabitant,not_edited
infaran,v," to go in, enter","to go in, enter",edited
infaru,n," an invasion, incursion, inroad, march into a country","an invasion, incursion, inroad, march into a country",edited
inferan,v," to enter, go in, enter in","to enter, go in, enter in",edited
infiht,n,an attack made upon a person by one inhabiting the same dwelling; infighting,an attack made upon a person by one inhabiting the same dwelling; infighting,not_edited
infæreld,n," entrance, entry or entryway","entrance, entry or entryway",edited
ing,n," meadow, water meadow, ing","meadow, water meadow, ing",edited
ingan,v," to go in, enter","to go in, enter",edited
ingang,n,entrance (place of entry or act of entering),entrance (place of entry or act of entering),not_edited
ingangan,v," to go in, enter","to go in, enter",edited
ingefeallan,v," to show, declare, proclaim, reveal","to show, declare, proclaim, reveal",edited
ingefeoht,n,civil war,civil war,not_edited
ingehygd,n," consciousness, thought, thought, mind","consciousness, thought, thought, mind",edited
ingeþanc,n," thought, thinking, cogitation","thought, thinking, cogitation",edited
inhold,adj,utterly loyal; loyal from the heart,utterly loyal; loyal from the heart,not_edited
inlenda,n,an inhabitant,an inhabitant,not_edited
inlendisc,adj,native; indigenous,native; indigenous,not_edited
inlic,adj," inner, inward, internal","inner, inward, internal",edited
inlihtan,v," to illuminate, make bright, cause to shine","to illuminate, make bright, cause to shine",edited
inlædan,v," to lead in, bring in","to lead in, bring in",edited
inn,n,inn,inn,not_edited
innancund,adj," inward, internal","inward, internal",edited
innanweard,adj," inward, internal, interior","inward, internal, interior",edited
innecund,adj," inward, internal","inward, internal",edited
innefare,n,intestine,intestine,not_edited
innera,adj," inner, interior","inner, interior",edited
inneweard,adj," inward, internal, interior","inward, internal, interior",edited
innian,v,to get inside,to get inside,not_edited
innoþ,n,the inner part of the body that holds the intestines and bowels,the inner part of the body that holds the intestines and bowels,not_edited
innung,n,a putting or getting in,a putting or getting in,not_edited
insendan,v,to send in,to send in,not_edited
insiht,n," narrative, account","narrative, account",edited
intinga,n," matter, affair, business","matter, affair, business",edited
inweard,adj," internal, inward, internal","internal, inward, internal",edited
inylfe,n," gut, bowel","gut, bowel",edited
is,n,ice,ice,not_edited
isceald,adj,ice-cold,ice-cold,not_edited
isearn,n,kingfisher,kingfisher,not_edited
isenordal,n,ordeal by iron,ordeal by iron,not_edited
isern,n,the metal iron,the metal iron,not_edited
isernsmiþ,n,blacksmith,blacksmith,not_edited
isig,adj,icy,icy,not_edited
isiht,adj,icy,icy,not_edited
iw,n,yew (tree),yew (tree),not_edited
lac,n," play, sport","play, sport",edited
lacan,v," to move about or up and down, like rolling water or flames; to soar, to wave, to sway","to move about or up and down, like rolling water or flames; to soar, to wave, to sway",edited
lacu,n," pool, pond","pool, pond",edited
lad,n," way, course","way, course",edited
ladian,v," to exculpate oneself; excuse, clear of guilt, release","to exculpate oneself; excuse, clear of guilt, release",edited
ladmann,n,a leader; guide,a leader; guide,not_edited
ladteow,n," leader, general","leader, general",edited
ladung,n," exculpation, defense, excuse; apology","exculpation, defense, excuse; apology",edited
laf,n," leavings, remains","leavings, remains",edited
lafian,v," to sprinkle water, pour out","to sprinkle water, pour out",edited
lafor,n,leopard,leopard,not_edited
lagu,n," sea, water, lake","sea, water, lake",edited
lagucræftig,adj," skilled at seamanship, nautical","skilled at seamanship, nautical",edited
lagustræt,n,ocean,ocean,not_edited
lam,n," clay, loam","clay, loam",edited
lama,adj,lame,lame,not_edited
lamb,n,lamb,lamb,not_edited
land,n,land (dry portion of the Earth's surface),land (dry portion of the Earth's surface),not_edited
landbuend,n," inhabitant, native","inhabitant, native",edited
landfeoh,n," land-tax, tax on land","land-tax, tax on land",edited
landfolc,n,people of a country,people of a country,not_edited
landfruma,n," ruler of the land, king","ruler of the land, king",edited
landhlaford,n," landlord, lord of a manor","landlord, lord of a manor",edited
landleas,adj," landless, not having land; without land","landless, not having land; without land",edited
landleod,n,inhabitant or native of a country,inhabitant or native of a country,not_edited
landmearc,n,boundary marker to denote the extent of one's land; border-marker,boundary marker to denote the extent of one's land; border-marker,not_edited
landrest,n,a land-couch; grave,a land-couch; grave,not_edited
landriht,n,the law of the land,the law of the land,not_edited
lang,adj,long,long,not_edited
langian,v," to long, yearn for","to long, yearn for",edited
langoþ,n,longing,longing,not_edited
langsum,adj," long, long-lasting","long, long-lasting",edited
langsumnes,n,length,length,not_edited
langtwidig,adj,lasting,lasting,not_edited
lanu,n," lane, street","lane, street",edited
lar,n," teaching, learning, education","teaching, learning, education",edited
larboc,n,a book for instruction or for learning,a book for instruction or for learning,not_edited
larbysen,n," example, specimen","example, specimen",edited
larcræft,n,knowledge acquired by study; erudition,knowledge acquired by study; erudition,not_edited
lareow,n,teacher,teacher,not_edited
lareowdom,n,the office of a teacher; mastership,the office of a teacher; mastership,not_edited
lareowlic,adj,after the manner of a teacher or master,after the manner of a teacher or master,not_edited
larleast,n,lack of learning or instruction,lack of learning or instruction,not_edited
larlic,adj," under instruction, in training","under instruction, in training",edited
larsmiþ,n,a wise man,a wise man,not_edited
larspell,n," discourse, sermon, homily, treatise","discourse, sermon, homily, treatise",edited
larsum,adj," ready to learn, docile","ready to learn, docile",edited
larwita,n,a learned man,a learned man,not_edited
last,n," footstep, track","footstep, track",edited
latost,adj,latest,latest,not_edited
laur,n,laurel,laurel,not_edited
laurbeam,n," bay tree, laurel, Laurus nobilis","bay tree, laurel, Laurus nobilis",edited
laurberige,n,laurel berry,laurel berry,not_edited
laurtreow,n," bay tree, laurel, Laurus nobilis","bay tree, laurel, Laurus nobilis",edited
lawerce,n,lark,lark,not_edited
laþ,adj," loathsome, hateful, unpleasant, evil","loathsome, hateful, unpleasant, evil",edited
laþgeteona,n," hated assailant, hostile attacker, enemy","hated assailant, hostile attacker, enemy",edited
laþian,v,to loathe,to loathe,not_edited
laþlic,adj," hateful, loathsome, disgusting, horrible, detestable, abominable ","hateful, loathsome, disgusting, horrible, detestable, abominable",edited
laþu,n,invitation,invitation,not_edited
leac,n,leek,leek,not_edited
lead,n,lead,lead,not_edited
leaf,n,permission,permission,not_edited
leafa,n,belief,belief,not_edited
leafnes,n,permission,permission,not_edited
leafnesword,n,password,password,not_edited
leah,n,woodland,woodland,not_edited
lean,n,reward,reward,not_edited
leas,adj," false, untrue","false, untrue",edited
leasere,n,a false person; hypocrite,a false person; hypocrite,not_edited
leaslic,adj," false, vain","false, vain",edited
leassagol,adj," lying, false, mendacious","lying, false, mendacious",edited
leassceawere,n,spy,spy,not_edited
leax,n,a salmon,a salmon,not_edited
lec,n," look, regard","look, regard",edited
leccan,v," to water, irrigate; wet, moisten","to water, irrigate; wet, moisten",edited
lecgan,v,to put or place,to put or place,not_edited
leger,n," the state or action of lying, lying down, or lying ill","the state or action of lying, lying down, or lying ill",edited
legerstow,n," cemetery, graveyard","cemetery, graveyard",edited
legerteam,n,sexual intercourse,sexual intercourse,not_edited
leht,adj,light,light,not_edited
lemian,v,to lame,to lame,not_edited
lencten,n,spring [season],spring [season],not_edited
lenctenadl,n,typhus,typhus,not_edited
lenctenlic,adj," vernal, springlike","vernal, springlike",edited
lenden,n,loin,loin,not_edited
lengest,adj,superlative of lang: longest,longest,edited
lengþu,n,length,length,not_edited
leo,n,lion,lion,not_edited
leod,n," man, chief, leader","man, chief, leader",edited
leoda,n," a man, person, individual of a nation or country","a man, person, individual of a nation or country",edited
leodan,v,to grow,to grow,not_edited
leodcyning,n," king, ruler","king, ruler",edited
leode,n," men, people, people of a country","men, people, people of a country",edited
leoden,n," a language, especially a national or popular language","a language, a national or popular language",edited
leodgebyrga,n,the protector of the people,the protector of the people,not_edited
leodgeþincþu,n,rank among a people,rank among a people,not_edited
leodhryre,n,the fall of a people,the fall of a people,not_edited
leodmearc,n,the territory of a people,the territory of a people,not_edited
leodmægen,n," the might of a people, that is a people's fighting men","the might of a people, that is a people's fighting men",edited
leodriht,n," public law, common law, law of the land","public law, common law, law of the land",edited
leodræden,n,a population or people,a population or people,not_edited
leodscipe,n,a people,a people,not_edited
leodstefn,n,a race,a race,not_edited
leodweard,n,the guard or government of a people or country,the guard or government of a people or country,not_edited
leodwerod,n," a host of a people, such as a people's army","a host of a people, such as a people's army",edited
leodwita,n,a wise man in a people,a wise man in a people,not_edited
leodwynn,n,joy from being among one's own people,joy from being among one's own people,not_edited
leof,adj," dear, beloved","dear, beloved",edited
leoflic,adj," lovely, beautiful, pleasant, lovable, dear","lovely, beautiful, pleasant, lovable, dear",edited
leofwende,adj," amiable, gracious, kind, loving","amiable, gracious, kind, loving",edited
leogan,v,to lie (tell an untruth),to lie (tell an untruth),not_edited
leogere,n,a liar,a liar,not_edited
leoht,adj," light (of little weight), not heavy","light (of little weight), not heavy",edited
leohtberend,n,Lucifer,Lucifer,not_edited
leohtbrædnes,n,illumination,illumination,not_edited
leohtbære,adj," luminous; bright, light-bearing","luminous; bright, light-bearing",edited
leohtfæt,n," lamp, lantern","lamp, lantern",edited
leohtlic,adj,light (of little weight),light (of little weight),not_edited
leohtsawend,n,a sower of light; one who casts light,a sower of light; one who casts light,not_edited
leoma,n," radiance, light, ray of light","radiance, light, ray of light",edited
leon,v," to lend, loan","to lend, loan",edited
leoran,v," to pass away, to depart","to pass away, to depart",edited
leornian,v,to learn,to learn,not_edited
leorningcild,n," student, disciple","student, disciple",edited
leornungcniht,n,a youth engaged in study; scholar; apprentice; disciple,a youth engaged in study; scholar; apprentice; disciple,not_edited
leow,n,leg (shank or thigh),leg (shank or thigh),not_edited
leoþ,n,poem,poem,not_edited
leoþcræft,n,the art of poetry,the art of poetry,not_edited
leoþcræftig,adj,skilled in poetry,skilled in poetry,not_edited
leoþere,n,poet,poet,not_edited
leoþgiddung,n,poem,poem,not_edited
leoþian,v,to sing or sound,to sing or sound,not_edited
leoþlic,adj,poetic,poetic,not_edited
leoþorun,n,advice sent through poetry,advice sent through poetry,not_edited
leoþwise,n,a poetical manner,a poetical manner,not_edited
leoþwyrhta,n,a poet,a poet,not_edited
lesan,v," to gather, collect","to gather, collect",edited
lettan,v," to hinder, obstruct","to hinder, obstruct",edited
leþer,n,leather,leather,not_edited
libban,v,to live,to live,not_edited
lic,n," dead body, corpse","dead body, corpse",edited
liccian,v,to lick,to lick,not_edited
licettan,v," to pretend, fake","to pretend, fake",edited
licettere,n," hypocrite, pretender","hypocrite, pretender",edited
licettung,n," hypocrisy, feigning, pretence","hypocrisy, feigning, pretence",edited
licgan,v," to lie, to rest on the ground, to be situated","to lie, to rest on the ground, to be situated",edited
lichama,n," the body (generally of a living person), the corporeal (versus the spiritual) part of man","the body , the corporeal  part of man",edited
lichamlic,adj,physical,physical,not_edited
lician,v," (impersonal, with dative subject) to like",to like,edited
licnes,n," likeness, similarity","likeness, similarity",edited
lictun,n,an enclosure in which to bury people; graveyard; cemetery,an enclosure in which to bury people; graveyard; cemetery,not_edited
licþeote,n,pore,pore,not_edited
liefan,vt,to give leave; grant; allow; consent,to give leave; grant; allow; consent,not_edited
lieg,n,flame,flame,not_edited
liegberende,adj," flame-bearing, fiery","flame-bearing, fiery",edited
liegbryne,n,burning of fire or flame,burning of fire or flame,not_edited
liegbære,adj," flame-bearing, flaming, fiery","flame-bearing, flaming, fiery",edited
liegcwalu,n,torment,torment,not_edited
liegdraca,n," firedrake, fire-spewing dragon","firedrake, fire-spewing dragon",edited
liegegesa,n," fear of fire, pyrophobia","fear of fire, pyrophobia",edited
liegfyr,n,flaming fire,flaming fire,not_edited
lieglocc,adj,having flaming locks,having flaming locks,not_edited
liegloccod,adj,having flaming locks,having flaming locks,not_edited
liegnan,v,to deny,to deny,not_edited
liegræsc,n," lightning, a flash of lightning","lightning, a flash of lightning",edited
liegræscettung,n,lightning,lightning,not_edited
liegspiwol,adj,flame-spewing,flame-spewing,not_edited
liegþracu,n,violent thrust of flame,violent thrust of flame,not_edited
liehtan,v,to light; to illuminate,to light; to illuminate,not_edited
liesan,v," to set free, redeem, release","to set free, redeem, release",edited
lif,n,life,life,not_edited
lifer,n,liver [interior organ],liver [interior organ],not_edited
liffrea,n," lord of life, God","lord of life, God",edited
lifgedal,n,separation from life; death,separation from life; death,not_edited
lifleas,adj," lifeless, without life, that which no longer lives","lifeless, without life, that which no longer lives",edited
liflic,adj," life; living, causing life, vital","life; living, causing life, vital",edited
lig,n,fire; flame,fire; flame,not_edited
ligen,adj," flaming, fiery","flaming, fiery",edited
liget,n," lightning, a flash of lightning","lightning, a flash of lightning",edited
ligetu,n," lightning, a flash of lightning","lightning, a flash of lightning",edited
ligyþ,n,a wave of flame,a wave of flame,not_edited
liht,adj,light,light,not_edited
lim,n," limb, bodily member; branch (of tree etc)","limb, bodily member; branch (of tree etc)",edited
limpan,v," to happen, occur","to happen, occur",edited
lind,n," lime, linden","lime, linden",edited
linden,adj,made of lime-wood,made of lime-wood,not_edited
lindhæbbend,n," shield-bearer, warrior","shield-bearer, warrior",edited
line,n," line, rope, cable","line, rope, cable",edited
linen,adj," made of flax, linen","made of flax, linen",edited
linnan,v," to stop, cease from, desist, quit, forlet","to stop, cease from, desist, quit, forlet",edited
lippa,n,lip,lip,not_edited
lira,n,fleshy part of the body without fat or bone; brawn; muscle,fleshy part of the body without fat or bone; brawn; muscle,not_edited
lireht,adj,brawny; fleshy; muscley,brawny; fleshy; muscley,not_edited
list,n," art; cunning, guile, craft","art; cunning, guile, craft",edited
lixan,v," to shine, flash, glitter, gleam","to shine, flash, glitter, gleam",edited
liþ,n," limb, member","limb, member",edited
liþa,n,designating the months of June and July,designating the months of June and July,not_edited
liþan,v,to go; pass; travel (especially by water),to go; pass; travel (by water),edited
liþe,adj," gentle, mild; pleasant","gentle, mild; pleasant",edited
loc,n,lock,lock,not_edited
loca,n,locked enclosure,locked enclosure,not_edited
locc,n,lock (of hair),lock (of hair),not_edited
loccian,v,to allure or entice; to win over by gentle means,to allure or entice; to win over by gentle means,not_edited
locian,v,to look,to look,not_edited
loddere,n," poor person, pauper; beggar","poor person, pauper; beggar",edited
lodrung,n,nonsense,nonsense,not_edited
lof,n," praise, glory","praise, glory",edited
lofdæd,n,praiseworthy deed,praiseworthy deed,not_edited
lofian,v,to praise; exalt,to praise; exalt,not_edited
log,n," a place, stead","a place, stead",edited
loga,n,liar,liar,not_edited
logian,v,to lodge; place; put in order; arrange; frame,to lodge; place; put in order; arrange; frame,not_edited
loppe,n,spider (perhaps also flea),spider,edited
loppestre,n,lobster,lobster,not_edited
los,n,loss,loss,not_edited
losian,vi,to be lost; stray,to be lost; stray,not_edited
lox,n,lynx,lynx,not_edited
loþa,n,an upper garment; mantle; cloak,an upper garment; mantle; cloak,not_edited
lucan,v,to lock,to lock,not_edited
lufestice,n,lovage,lovage,not_edited
lufestre,n,[female] lover,[female] lover,not_edited
lufian,v,to love,to love,not_edited
lufiend,n,lover,lover,not_edited
luflic,adj,worthy of love; lovable,worthy of love; lovable,not_edited
lufsum,adj," loving, amiable, pleasant, lovable","loving, amiable, pleasant, lovable",edited
luftacen,n,token of love,token of love,not_edited
lufu,n,love,love,not_edited
lungen,n,lung,lung,not_edited
lungor,adj," quick to act, prompt","quick to act, prompt",edited
lus,n,louse,louse,not_edited
lust,n," desire, pleasure, appetite, lust","desire, pleasure, appetite, lust",edited
lustbære,adj," desirous, desirable, pleasant, agreeable","desirous, desirable, pleasant, agreeable",edited
lutan,v," to lout, bow, bend forward, stoop","to lout, bow, bend forward, stoop",edited
lybb,n," drug, medicine","drug, medicine",edited
lybesn,n," charm, amulet","charm, amulet",edited
lyft,n," air, atmosphere; the sky","air, atmosphere; the sky",edited
lyften,adj,air; aerial,air; aerial,not_edited
lyge,n,lie,lie,not_edited
lygen,n," lie, falsehood","lie, falsehood",edited
lysu,n,an evil deed,an evil deed,not_edited
lyswen,adj,full of pus; attery; purulent,full of pus; attery; purulent,not_edited
lyt,n," little, few, a few [substantive use of the adverb]","little, few, a few [substantive use of the adverb]",edited
lytel,adj," small, little","small, little",edited
læcan,v," to move quickly, spring, leap","to move quickly, spring, leap",edited
læccan,v,to seize,to seize,not_edited
læce,n," doctor, physician","doctor, physician",edited
læceboc,n,book on medicine or of recipes,book on medicine or of recipes,not_edited
læcedom,n," medicine, a remedy, cure","medicine, a remedy, cure",edited
læcehus,n,hospital,hospital,not_edited
lædan,v,to lead,to lead,not_edited
læden,n,the Latin language,the Latin language,not_edited
lædere,n,one who leads; a leader; guide,one who leads; a leader; guide,not_edited
læfan,v,to leave,to leave,not_edited
læfel,n," cup, vessel, bowl","cup, vessel, bowl",edited
læn,n,loan; grant; gift,loan; grant; gift,not_edited
lænan,v,to lend; grant; lease,to lend; grant; lease,not_edited
læppa,n,skirt of a garment,skirt of a garment,not_edited
læran,v,to teach,to teach,not_edited
læs,n," pasture, meadow, leasow","pasture, meadow, leasow",edited
læssa,adj," comparative of lȳtel: smaller, less","smaller, less",edited
læst,adj," superlative of lȳtel: smallest, least","smallest, least",edited
læstan,v," to follow, pursue (a leader, course of action etc.)","to follow, pursue (a leader, course of action etc.)",edited
læste,n,last (a shoemaker's tool),last (a shoemaker's tool),not_edited
læt,adj,slow,slow,not_edited
lætan,v," to let, allow","to let, allow",edited
lætsum,adj,slow; late,slow; late,not_edited
læwa,n," traitor, betrayer","traitor, betrayer",edited
læwed,n,layman,layman,not_edited
ma,adj,more [often + genitive],more,edited
macian,v,to make,to make,not_edited
maga,adj,capable,capable,not_edited
magan,v," can, to be able","can, to be able",edited
magian,v,to prevail,to prevail,not_edited
magu,n," son, boy","son, boy",edited
maguþegn,n," servant, retainer","servant, retainer",edited
mal,n,mole (spot on the skin),mole (spot on the skin),not_edited
malscrung,n,bewitching,bewitching,not_edited
mamera,n," lethargy, deep or heavy sleep","lethargy, deep or heavy sleep",edited
mamor,n," lethargy, heavy or deep sleep","lethargy, heavy or deep sleep",edited
mamorian,v," to deliberate, think through; design, plan out","to deliberate, think through; design, plan out",edited
mamrian,v," to think out, design","to think out, design",edited
man,n," crime, sin, wickedness","crime, sin, wickedness",edited
manaþ,n,false oath; perjury,false oath; perjury,not_edited
mancynn,n," humanity, mankind","humanity, mankind",edited
mand,n,basket,basket,not_edited
mandæde,adj,doing-evil; wicked; reprehensible,doing-evil; wicked; reprehensible,not_edited
manfordædla,n,wicked destroyer,wicked destroyer,not_edited
manian,v," to bring to mind what should be done or what should not be forgotten; to urge, to admonish","to bring to mind what should be done or what should not be forgotten; to urge, to admonish",edited
manig,adj,many,many,not_edited
manigfeald,adj," manifold, of many parts or kinds, complex, various, numerous","manifold, of many parts or kinds, complex, various, numerous",edited
manigfealdian,v," to multiply, increase, make manifold","to multiply, increase, make manifold",edited
manigfealdlic,adj," manifold, having many parts, of many kinds, various","manifold, having many parts, of many kinds, various",edited
manigfealdnes,n," complexity, multiplicity; manifoldness, manyness , abundance, great number","complexity, multiplicity; manifoldness, manyness , abundance, great number",edited
mann,n," person, human","person, human",edited
mannbære,adj,productive of men,productive of men,not_edited
mannleas,adj," without men, uninhabited, deserted","without men, uninhabited, deserted",edited
manscipe,n," humanity, courtesy, kindness, chivalry","humanity, courtesy, kindness, chivalry",edited
manscyldig,adj,guilty of a crime,guilty of a crime,not_edited
manslaga,n,murderer,murderer,not_edited
manswerian,v,to swear falsely; commit perjury; forswear,to swear falsely; commit perjury; forswear,not_edited
manu,n,mane,mane,not_edited
mapulder,n,maple,maple,not_edited
mara,adj,more,more,not_edited
marc,n,mark (as currency etc.),mark (as currency etc.),not_edited
mare,n,mare (evil spirit thought to torment people in their sleep),mare (evil spirit thought to torment people in their sleep),not_edited
marmstan,n,marble,marble,not_edited
masc,n,net,net,not_edited
mase,n,titmouse,titmouse,not_edited
mawan,v,to mow,to mow,not_edited
maþa,n,worm; maggot,worm; maggot,not_edited
maþelian,v," to speak, declare, speak out, declaim","to speak, declare, speak out, declaim",edited
maþum,n," precious or valuable thing, treasure, object of value, jewel, ornament, gift","precious or valuable thing, treasure, object of value, jewel, ornament, gift",edited
mealm,n," sand, chalk","sand, chalk",edited
mealmiht,adj," sandy, chalky","sandy, chalky",edited
mealt,n,malt,malt,not_edited
mealwe,n,mallow,mallow,not_edited
mearc,n," mark, sign, character","mark, sign, character",edited
mearcian,v,to mark,to mark,not_edited
mearcung,n,a marking,a marking,not_edited
mearg,n,marrow,marrow,not_edited
mearh,n," horse, steed","horse, steed",edited
mearþ,n,marten,marten,not_edited
meatte,n,mat,mat,not_edited
mece,n,a kind of sword,a kind of sword,not_edited
mecefisc,n,mullet,mullet,not_edited
mecgan,v," to mix, stir; mingle","to mix, stir; mingle",edited
med,n,reward,reward,not_edited
medeme,adj," average, moderate, middling, mean, median; medium","average, moderate, middling, mean, median; medium",edited
medemian,v," to mete out, measure","to mete out, measure",edited
medren,adj,maternal; on the mother's side,maternal; on the mother's side,not_edited
medu,n,mead,mead,not_edited
medusetl,n," mead-seat, mead-bench","mead-seat, mead-bench",edited
medwis,adj," not wise, foolish, stupid","not wise, foolish, stupid",edited
meldian,v,to declare; announce,to declare; announce,not_edited
meltan,v," to consume by fire, melt, burn up; dissolve, digest","to consume by fire, melt, burn up; dissolve, digest",edited
melu,n,flour,flour,not_edited
mene,n," necklace, collar","necklace, collar",edited
mengan,v," to mix, to mingle or blend","to mix, to mingle or blend",edited
menigu,n,crowd,crowd,not_edited
mennisc,adj,human,human,not_edited
mennisclic,adj,humane,humane,not_edited
mennisclicnes,n," humanity (humaneness, opposite of inhumanity)","humanity (humaneness, opposite of inhumanity)",edited
menniscnes,n," humanity (meaning ""the state of being human"", not ""mankind""; the word for ""mankind"" was mancynn)",humanity (the state of being human),edited
menniscu,n,humanity,humanity,not_edited
meolc,n,milk,milk,not_edited
meolcan,v,to milk,to milk,not_edited
meos,n,moss,moss,not_edited
meowle,n,a maid; damsel; virgin; woman,a maid; damsel; virgin; woman,not_edited
mere,n," sea, ocean","sea, ocean",edited
